id,message,created_time,updated_time,Total_comments,Total_reactions,Total_like,Total_love,Total_haha,Total_wow,Total_sad,Total_angry,Total_likes
2051,👉Join in on the new #zindichallenge! Mobile Money and Financial Inclusion in Tanzania launched on 26 March. Go to Zindi https://zurl.co/3y03 for more.😎 #datascience #dataforgood #4Africa @AIKENYA1 @DataNigeria,4/3/2019 8:30,4/3/2019 8:30,0,1,1,0,0,0,0,0,1
2052,"🔥Latest Synapse magazine featuring Zindi and the Uber Mobiticket Traffic Jam Challenge , check out page 24 😎 https://zurl.co/5FYc  @mohamedJedidi94 @UberMovement @uber_kenya @MobiticketInfo @steveoni @AIKENYA1 #AI #Africa #artificialintelligence #datascience #zindichallenge",4/2/2019 15:30,4/2/2019 15:30,0,2,2,0,0,0,0,0,2
2053,🐢A few weeks to go! Submit before end April and challenge the leaderboard on #zindichallenge Sea Turtle Rescue: Error Detection  - Zindi https://zurl.co/D90q,4/1/2019 10:58,4/1/2019 10:58,0,2,2,0,0,0,0,0,2
2054,👉Who is most likely to use mobile money? Join our #zindichallenge on Mobile Money and Financial Inclusion in Tanzania - Zindi https://zurl.co/hX08 #4Africa @AIKENYA1 @DataNigeria @dLabTz @UKinTanzania @DIAL_community @HDIFtz @costechTANZANIA #dataforgood @ParrotAI,3/28/2019 16:55,3/28/2019 16:55,0,1,1,0,0,0,0,0,1
2056,,3/27/2019 16:09,3/27/2019 16:09,0,0,0,0,0,0,0,0,0
2057,Congrats to Dr Jacques Ludik!😎,3/27/2019 15:45,3/27/2019 15:45,0,2,2,0,0,0,0,0,2
2058,Sharing a few great moments with the datasci community in dLabs Tanzania yesterday😎 Thanks to the remote team from Nelson Mandela University dialing in from Arusha! #ForAfrica @ #InnovationWeek2019 @dLabTz @UKinTanzania @DIAL_community @HDIFtz  @TungaMahadia @SuchakKrupa,3/27/2019 15:45,3/27/2019 15:45,0,2,2,0,0,0,0,0,2
2059,,3/27/2019 15:42,3/27/2019 15:42,0,0,0,0,0,0,0,0,0
2060,🏁Well done to our #InnovationWeek2019 Hackathon winners teamR! 2nd and 3rd place go to teams from parrot AI! Great results and what an awesome crowd😍 yesterday at dLabs in Dar es Salaam👌 @dLabTz @UKinTanzania @DIAL_community @HDIFtz @costechTANZANIA #dataforgood @ParrotAI,3/27/2019 15:20,3/27/2019 15:20,0,4,4,0,0,0,0,0,4
2061,👉Join in on the new #zindichallenge! Mobile Money and Financial Inclusion in Tanzania launched on 26 March. Go to Zindi https://zurl.co/3y03 for more.😎 #datascience #dataforgood #4Africa @AIKENYA1 @DataNigeria,3/27/2019 8:30,3/27/2019 8:30,0,2,2,0,0,0,0,0,2
2062,🔥Hashing it out at  our hackathon in Dar es Salaam💪. Remember to follow/ like us on social media to receive datasci community updates on competitions and events all over Africa. @dLabTz  @UKinTanzania @DIAL_community @HDIFtz @costechTANZANIA #ForAfrica #InnovationWeek2019,3/26/2019 17:10,3/26/2019 17:10,0,5,5,0,0,0,0,0,5
2063,👀 ☝️Oooooh watch our leaderboard as hackathon participants are making submissions now! Mobile Money and Financial Inclusion in Tanzania Challenge - Zindi https://zurl.co/OhQR  #IW2019. #InnovationTZ #MachineLearning #womenintech @dLabTz @UKinTanzania @Celina_L @SuchakKrupa,3/26/2019 16:30,3/26/2019 16:30,0,3,3,0,0,0,0,0,3
2064,"🔥Latest Synapse magazine featuring Zindi and the Uber Mobiticket Traffic Jam Challenge , check out page 24 😎 https://zurl.co/5FYc  @mohamedJedidi94 @UberMovement @uber_kenya @MobiticketInfo @steveoni @AIKENYA1 #AI #Africa #artificialintelligence #datascience #zindichallenge",3/26/2019 15:30,3/26/2019 15:30,0,0,0,0,0,0,0,0,0
2065,"💛A big Thank You 💛 to our all-female-team, Mahadia from dLab and Krupa, who both partnered with Celina and Zindi at #InnovationWeek2019 Tanzania today! You gals rock 👌 @TungaMahadia  @dLabTz @womenintech @WomeninTechAF @UKinTanzania @DIAL_community @HDIFtz  @costechTANZANIA",3/26/2019 14:15,3/27/2019 15:28,1,5,5,0,0,0,0,0,5
2066,😍A great start to the Zindi Hackathon in Dar es Salaam at Innovation Week Tanzania! #IW2019.   #InnovationTZ  #MachineLearning #womenintech @dLabTz @UKinTanzania @Celina_L  @SuchakKrupa,3/26/2019 12:10,3/26/2019 12:10,0,3,3,0,0,0,0,0,3
2067,"Join @Celina_lee and @SuchakKrupa for Zindi's first hackathon in Tanzania, with $500 USD in prizes up for grabs! Join us @dLabTz in Dar es Salaam for Innovation Week 2019. Book with TiME Tickets https://zurl.co/XDRl 🚩 @Cvludsm @InnovationTz ‏ #InnovationTZ #womenintech",3/25/2019 10:33,3/25/2019 10:33,0,4,4,0,0,0,0,0,4
2068,"🎈 Don't miss the change to be mentored by Krupa @SuchakKrupa ‏joining Zindi for @InnovationTz in Dar es Salaam. Got her BSc. in Applied Math from MIT and Ms. in Analytics, Data Science track  from Georgia Tech. Book here https://zurl.co/XDRl @celina_lee #womenintech @dLabTz",3/21/2019 22:00,3/21/2019 22:00,0,2,2,0,0,0,0,0,2
2069,"Join @Celina_lee and @SuchakKrupa for Zindi's first hackathon in Tanzania, with $500 USD in prizes up for grabs! Join us @dLabTz in Dar es Salaam for Innovation Week 2019. Book your seat online with TiME Tickets https://zurl.co/XDRl 🚩 @Cvludsm @InnovationTz  ‏ #InnovationTZ",3/21/2019 17:40,3/21/2019 17:40,0,1,1,0,0,0,0,0,1
2070,🔥Zindi's first hackathon in Tanzania is coming up with $500 USD in prizes up for grabs! Join us in Dar es Salaam for Innovation Week 2019. Book your seat online with TiME Tickets https://zurl.co/XDRl 🚩 @Cvludsm @InnovationTz,3/20/2019 8:24,3/20/2019 8:24,0,1,1,0,0,0,0,0,1
2071,"😎Great session at #WinTechAfrica in Cape Town today, with  @TeresaMbagaya and @amroteab discussing investment trends to fuel positive social and economic impact across Africa. @WinTechSeries  @4Afrika @OmidyarNetwork   #WinTechSeries #womenintech @Celina_L",3/19/2019 18:34,3/19/2019 18:34,0,1,1,0,0,0,0,0,1
2072,"😍Thanks for the great content at the Women in Tech Africa Summit in Cape Town! #wintechafrica #womenintech @CenturyCityZA, #DataScience",3/19/2019 11:53,3/19/2019 11:53,0,6,6,0,0,0,0,0,6
2073,Latest KDnuggets poll finds Top 10 Algorithms and Methods Used by Data Scientists https://zurl.co/nPrQ,3/18/2019 15:30,3/18/2019 15:30,0,2,2,0,0,0,0,0,2
2074,"🚩Join Zindi CEO @Celina_L at the Women in Tech Africa Summit, today in Century City, Cape Town! Attend via https://zurl.co/LTXU #wintechafrica #womenintech @CenturyCityZA, #DataScience",3/18/2019 10:44,3/18/2019 10:44,0,3,3,0,0,0,0,0,3
2075,"🔥Inviting Ag & GIS experts and enthusiasts, check out our new #zindichallenge, help @FarmPin with their Crop Detection problem. Join the challenge at https://zurl.co/JRhj and $10,000 USD is up for grabs!@DataScienceNIG @AIKENYA1 @PollicyOrg @davidcampey @RLadiesCapeTown",3/15/2019 9:30,3/15/2019 9:30,0,1,1,0,0,0,0,0,1
2076,"🎈 Don't miss the chance to be mentored by Krupa @SuchakKrupa ‏joining Zindi for @InnovationTz in Dar es Salaam. Got her BSc. in Applied Maths from MIT and Ms. in Analytics, Data Science track  from Georgia Tech. Book here https://zurl.co/XDRl @celina_lee #womenintech @dLabTz",3/14/2019 22:00,3/19/2019 22:11,1,2,2,0,0,0,0,0,2
2077,"Join @Celina_lee and @SuchakKrupa for Zindi's first hackathon in Tanzania, with $500 USD in prizes up for grabs! Join us @dLabTz in Dar es Salaam for Innovation Week 2019. Book your seat online with TiME Tickets https://zurl.co/XDRl 🚩 @Cvludsm @InnovationTz  ‏ #InnovationTZ",3/14/2019 17:40,3/14/2019 17:40,0,0,0,0,0,0,0,0,0
2078,😎Shelmith Kariuki and Mark Okello talking R using the Zindi Loan Prediction Challenge dataset at #DataFestKampala 🎈 Check out the Zindi challenge https://zurl.co/zxME and @Shel_Kariuki 's #rstats on GitHub @InnovationVilla @AfricaRUsers  @okello_mark #womenintech,3/14/2019 16:45,3/14/2019 16:45,0,2,2,0,0,0,0,0,2
2079,"🔥Inviting Ag & GIS experts and enthusiasts, check out our new and #zindichallenge 🌽 help @FarmPin with their Crop Detection problem. Join the challenge at https://zurl.co/JRhj and $10,000 USD is up for grabs!@DataScienceNIG @AIKENYA1 @PollicyOrg @davidcampey @RLadiesCapeTown",3/14/2019 9:35,3/14/2019 9:35,0,0,0,0,0,0,0,0,0
2080,"Cool crops..😎 check out the newly launched Farm Pin Crop Detection #zindichallenge, with $10,000 USD in prizes, 🌽join the challenge at https://zurl.co/JRhj @FarmPin @DataScienceNIG @AIKENYA1 @PollicyOrg @InnovationVilla @AfricaRUsers @davidcampey @RLadiesCapeTown",3/13/2019 13:06,3/13/2019 13:06,0,0,0,0,0,0,0,0,0
2082,🔥Zindi's first hackathon in Tanzania is coming up with $500 USD in prizes up for grabs! Join us in Dar es Salaam for Innovation Week 2019. Book your seat online with TiME Tickets https://zurl.co/XDRl 🚩 @Cvludsm @InnovationTz,3/13/2019 8:24,3/13/2019 8:24,0,1,1,0,0,0,0,0,1
2083,"🎈A warm welcome to Krupa Suchak, joining Zindi for @InnovationTz. She will give a technical talk about machine learning and mentor at Zindi's first hackathon in Tanzania! Book your seat here https://zurl.co/XDRl 🚩 @Cvludsm  @celina_lee #womenintech @dLabTz",3/12/2019 20:46,3/12/2019 20:46,0,6,6,0,0,0,0,0,6
2084,Latest KDnuggets poll finds Top 10 Algorithms and Methods Used by Data Scientists https://zurl.co/nPrQ,3/11/2019 15:30,3/11/2019 15:30,0,1,1,0,0,0,0,0,1
2085,🎈 Shelmith Kariuki and Mark Okello talking R using the Zindi Loan Prediction Challenge dataset at #DataFestKampala 👀 Check out @Shel_Kariuki 's #rstats on GitHub here https://zurl.co/f8f7 @InnovationVilla @AfricaRUsers  @okello_mark  Zindi challenge https://zurl.co/zxME,3/8/2019 13:00,3/8/2019 13:00,0,6,6,0,0,0,0,0,6
2086,"🔥👀 Get your tickets for #InnovationTZ, Dar es Salaam, 25 – 30 March!👈 Partners University of Dar es Salaam and @dLabTz, hosts the 1st Zindi hackathon for data sci's in Tanzania! Book your seat online with TiME Tickets https://zurl.co/XDRl 🚩 @Cvludsm @InnovationTz",3/8/2019 11:39,3/8/2019 11:39,0,2,2,0,0,0,0,0,2
2087,"🔥Inviting Ag & GIS experts and enthusiasts, check out our new #zindichallenge, help @FarmPin with their Crop Detection problem. Join the challenge at https://zurl.co/JRhj and $10,000 USD is up for grabs!@DataScienceNIG @AIKENYA1 @PollicyOrg @davidcampey @RLadiesCapeTown",3/8/2019 9:30,3/8/2019 9:30,0,2,2,0,0,0,0,0,2
2088,😎Shelmith Kariuki and Mark Okello talking R using the Zindi Loan Prediction Challenge dataset at #DataFestKampala 🎈 Check out the Zindi challenge https://zurl.co/zxME and @Shel_Kariuki 's #rstats on GitHub @InnovationVilla @AfricaRUsers  @okello_mark #womenintech,3/7/2019 16:45,3/7/2019 16:45,0,6,6,0,0,0,0,0,6
2089,"🚩Women TechMakers by Google, in Joburg on 23 March, find the agenda and venue details here https://zurl.co/VN7x. Each summit is tailored to local communities of women in technology, it may feature hands-on coding workshops, inspiring speakers, and networking opportunities.",3/7/2019 15:00,3/7/2019 16:34,0,0,0,0,0,0,0,0,0
2090,"🔥Inviting Ag & GIS experts and enthusiasts, check out our new and #zindichallenge 🌽 help @FarmPin with their Crop Detection problem. Join the challenge at https://zurl.co/JRhj and $10,000 USD is up for grabs!@DataScienceNIG @AIKENYA1 @PollicyOrg @davidcampey @RLadiesCapeTown",3/7/2019 9:35,3/7/2019 9:35,0,1,1,0,0,0,0,0,1
2091,"🚩Women TechMakers by Google, in Lagos on 16 March, find the agenda and venue details here https://zurl.co/w6Jy. Each summit is tailored to local communities of women in technology, it may feature hands-on coding workshops, inspiring speakers, and networking opportunities.",3/6/2019 14:05,3/6/2019 14:05,0,1,1,0,0,0,0,0,1
2092,,3/6/2019 13:10,3/6/2019 13:10,0,1,1,0,0,0,0,0,1
2093,"Cool crops..😎 check out the newly launched Farm Pin Crop Detection #zindichallenge, with $10,000 USD in prizes, 🌽join the challenge at https://zurl.co/JRhj @FarmPin @DataScienceNIG @AIKENYA1 @PollicyOrg @InnovationVilla @AfricaRUsers @davidcampey @RLadiesCapeTown",3/6/2019 13:06,3/6/2019 13:06,0,0,0,0,0,0,0,0,0
2094,"🎈Join in at #DataFestKampala with Zindi CEO Celina Lee and @PollicyOrg in a machine learning discussion panel on Wednesday 6 March @ 2pm – 3:30pm, book your seat at https://zurl.co/Xcxb 👣   @InnovationVilla",3/6/2019 13:03,3/6/2019 13:03,0,0,0,0,0,0,0,0,0
2095,"Cool crops..😎 check out the newly launched Farm Pin Crop Detection #zindichallenge, with  $10,000 USD in prizes, 🌽join the challenge at https://zurl.co/Oadj FarmPin Learntocode AI KENYA  Innovationvillage @davidcampey",3/6/2019 11:32,3/6/2019 12:26,0,1,1,0,0,0,0,0,1
2096,"🔥Meet the Winners of the Uber Mobiticket Traffic Jam Challenge! Catch the blog article and video's from the #top3,⭐ well done to Mohamed Jedidi, Sirine Bchini and Stephen Oni! - Zindi https://zurl.co/Yu4x @mohamedJedidi94 @UberMovement @uber_kenya @MobiticketInfo @steveoni",3/5/2019 16:00,3/5/2019 16:00,0,0,0,0,0,0,0,0,0
2097,"🎈Join in at #DataFestKampala with Zindi CEO Celina Lee and @PollicyOrg in a machine learning discussion panel on Wednesday 6 March @ 2pm – 3:30pm, book your seat at https://zurl.co/Xcxb 👣 with@innovationvillage.co.ug , @kampalR",3/5/2019 11:00,3/5/2019 11:00,0,0,0,0,0,0,0,0,0
2098,"📣Join @PollicyOrg, @innovationvillage.co.ug and @kampalR  in a #DataFestKampala discussion panel with Zindi's Celina Lee, on Wednesday 6 March @ 2pm – 3:30pm, book your seat at https://zurl.co/Xcxb 👣",3/4/2019 21:00,3/4/2019 21:00,0,0,0,0,0,0,0,0,0
2099,Latest KDnuggets poll finds Top 10 Algorithms and Methods Used by Data Scientists https://zurl.co/nPrQ,3/4/2019 15:30,3/4/2019 15:30,0,1,1,0,0,0,0,0,1
2100,"🔥Meet the Winners of the Uber Mobiticket Traffic Jam Challenge! Catch the blog article and video's from the #top3,⭐ well done to Mohamed Jedidi, Sirine Bchini and Stephen Oni! - Zindi https://zurl.co/Yu4x @mohamedJedidi94 @UberMovement @uber_kenya @MobiticketInfo @steveoni",3/2/2019 0:00,3/2/2019 15:02,1,10,10,0,0,0,0,0,10
2101,"🔥Meet the Winners of the Uber Mobiticket Traffic Jam Challenge! Check out our great blog article and video's from the #top3,⭐ well done to Mohamed Jedidi, Sirine Bchini and Stephen Oni! - Zindi https://zurl.co/Yu4x @mohamedJedidi94 @UberMovement @uber_kenya @MobiticketInfo @steveoni",3/1/2019 20:07,3/1/2019 20:07,0,0,0,0,0,0,0,0,0
2102,"😍Received an open invite to Zindi community members from Google's Women Techmakers! Find their 2 African summit agendas, apply here🚩 https://zurl.co/91B2 .. in Lagos on 16 March and Jhb South Africa on 23 March👈 @DataScienceNIG @datascifellows @PythonNigeria @ConnectNigeria",3/1/2019 17:41,3/1/2019 17:41,0,2,2,0,0,0,0,0,2
2103,💝Thanks to @MESTAfrica for hosting the regional round in CT on 28 Feb. 👏We're SuPeR proud to know our Zindi CEO represented as the only female speaker at the event!😎 Congrats to  @Celina_L for a job well done #womenintech @RLadiesCapeTown @aiexpoafrica @AIKENYA1,3/1/2019 13:15,3/1/2019 13:15,0,6,5,1,0,0,0,0,5
2104,🎈Big shout-out to @RLadiesCapeTown for hosting last week's Meetup event with Zindi to practice model building with the gals! 🎈 #datascience #rstats #zindi @AfricaRUsers @OutboxHub @kampalR #womenintech,3/1/2019 11:24,3/1/2019 11:24,0,0,0,0,0,0,0,0,0
2105,"🚩Women TechMakers by Google, in Joburg on 23 March, find the agenda and venue details here https://zurl.co/VN7x. Each summit is tailored to local communities of women in technology, it may feature hands-on coding workshops, inspiring speakers, and networking opportunities.",2/28/2019 15:00,2/28/2019 15:03,0,0,0,0,0,0,0,0,0
2106,"📣Join @PollicyOrg, @innovationvillage.co.ug and @kampalR  in a #DataFestKampala discussion panel with Zindi's Celina Lee, on Wednesday 6 March @ 2pm – 3:30pm, book your seat at https://zurl.co/Xcxb 👣",2/28/2019 13:29,2/28/2019 13:29,0,1,1,0,0,0,0,0,1
2108,"MEST Africa Challenge 2019🏁🐎🐎Dark horse entering the race...watch out for Zindi's inclusion in the Cape Town regional round, finalists are presenting at The Incubator in Woodstock today, 28 Feb, book at https://zurl.co/0bHC 🏁🐎🐎 @MESTAfrica @aiexpoafrica @AIKENYA1",2/28/2019 11:03,2/28/2019 11:03,0,2,2,0,0,0,0,0,2
2109,"🔥Join in at Jhb Meetup Artificial Intelligence ZA this Wednesday 27 Feb, with Zindi co-founder Ekow Duker introducing Zindi to the group, 😎 get the details here https://zurl.co/a1LS",2/27/2019 14:40,2/27/2019 14:40,0,1,1,0,0,0,0,0,1
2110,"🚩Women TechMakers by Google, in Lagos on 16 March, find the agenda and venue details here https://zurl.co/w6Jy. Each summit is tailored to local communities of women in technology, it may feature hands-on coding workshops, inspiring speakers, and networking opportunities.",2/27/2019 14:05,2/27/2019 14:05,0,0,0,0,0,0,0,0,0
2111,"🔥Tonight in Melrose Arch,  Jhb Meetup Artificial Intelligence ZA hosts Zindi co-founder Ekow Duker introducing Zindi to the group, 😎 get the details here https://zurl.co/a1LS",2/27/2019 12:20,2/27/2019 12:20,0,0,0,0,0,0,0,0,0
2112,"🔥Join in at Jhb Meetup Artificial Intelligence ZA this Wednesday 27 Feb, with Zindi co-founder Ekow Duker introducing Zindi to the group, 😎 get the details here https://zurl.co/a1LS",2/27/2019 7:30,2/27/2019 7:30,0,0,0,0,0,0,0,0,0
2113,"😎This Wednesday 27 Feb, Zindi co-founder Ekow Duker speaking at Jhb Meetup Artificial Intelligence ZA , join in and get the details here https://zurl.co/a1LS",2/26/2019 16:53,2/26/2019 16:53,0,0,0,0,0,0,0,0,0
2114,"💛🤩Great initiative by Google’s Women Techmakers, summit events coming up in Africa, 16 March in Lagos Nigeria and 23 March in Jhb South Africa..Applications still open!  @AI_Nigeria @Wics_UCT @womentechbot @LTUX_JHB @RLadiesJoziWomen Techmakers - IWD19 https://zurl.co/94lo",2/26/2019 16:05,2/26/2019 16:05,0,2,2,0,0,0,0,0,2
2115,"🎈Join in at #DataFestKampala with Zindi CEO Celina Lee and @PollicyOrg in a machine learning discussion panel on Wednesday 6 March @ 2pm – 3:30pm, book your seat at https://zurl.co/Xcxb 👣 with@innovationvillage.co.ug , @kampalR",2/26/2019 11:00,2/26/2019 11:00,0,0,0,0,0,0,0,0,0
2116,"📣Join @PollicyOrg, @innovationvillage.co.ug and @kampalR  in a #DataFestKampala discussion panel with Zindi's Celina Lee, on Wednesday 6 March @ 2pm – 3:30pm, book your seat at https://zurl.co/Xcxb 👣",2/25/2019 21:00,2/25/2019 21:00,0,2,2,0,0,0,0,0,2
2117,Latest KDnuggets poll finds Top 10 Algorithms and Methods Used by Data Scientists https://zurl.co/nPrQ,2/25/2019 15:30,2/25/2019 15:30,0,0,0,0,0,0,0,0,0
2118,"📢A big shoutout to the Winners of the Busara Mental Health Challenge! 😎 Well done to #top3 Steven Simba Irere of Kenya, Taiwo Ogundare of Nigeria, and Olaleye Eniola of Nigeria,  - Go to https://zurl.co/Jta3 to learn more about them and their winning solutions @BusaraCentre",2/22/2019 23:50,2/22/2019 23:50,0,3,3,0,0,0,0,0,3
2119,"😍Received an open invite to Zindi community members from Google's Women Techmakers! Find their 2 African summit agendas, apply here🚩 https://zurl.co/91B2 .. in Lagos on 16 March and Jhb South Africa on 23 March👈 @DataScienceNIG @datascifellows @PythonNigeria @ConnectNigeria",2/22/2019 17:41,2/22/2019 17:41,0,4,4,0,0,0,0,0,4
2120,"🚩Women TechMakers by Google, in Joburg on 23 March, find the agenda and venue details here https://zurl.co/VN7x. Each summit is tailored to local communities of women in technology, it may feature hands-on coding workshops, inspiring speakers, and networking opportunities.",2/21/2019 15:00,2/21/2019 15:23,0,1,1,0,0,0,0,0,1
2121,Join @RLadiesCapeTown at their meetup on 21 Feb with @ZindiAfrica and @Celina_L Sign up here: https://zurl.co/TpVS … #rstats #Rladies #datascience #modelling,2/20/2019 16:55,2/20/2019 16:55,0,0,0,0,0,0,0,0,0
2122,"Women TechMakers by Google, in Lagos on 16 March, find the agenda and venue details here https://zurl.co/w6Jy. Each summit is tailored to local communities of women in technology, it may feature hands-on coding workshops, inspiring speakers, and networking opportunities.",2/20/2019 14:05,2/20/2019 15:57,0,4,3,1,0,0,0,0,3
2123,"👉Practice your model building with a  #zindichallenge book here with @RLadiesCapeTown https://www.meetup.com/rladies-cape-town/events/258494788/, #Rladies #datascience #modelling https://zurl.co/xim8",2/19/2019 22:00,2/19/2019 22:00,0,0,0,0,0,0,0,0,0
2124,"💛🤩Great initiative by Google’s Women Techmakers, summit events coming up in Africa, 16 March in Lagos Nigeria and 23 March in Jhb South Africa..Applications still open!  @AI_Nigeria @Wics_UCT @womentechbot @LTUX_JHB @RLadiesJoziWomen Techmakers - IWD19 https://zurl.co/94lo",2/19/2019 16:05,2/19/2019 16:05,0,5,5,0,0,0,0,0,5
2125,👣Are you going? Meetup with Zindi in Cape Town on Thursday 21 Feb: Practice your model building to solve Africa's most pressing problems | Book at http://meetu.ps/e/Glp9C/JbF3y/f,2/19/2019 11:55,2/19/2019 11:55,0,0,0,0,0,0,0,0,0
2126,Latest KDnuggets poll finds Top 10 Algorithms and Methods Used by Data Scientists https://zurl.co/nPrQ,2/18/2019 15:30,2/18/2019 15:30,0,1,1,0,0,0,0,0,1
2127,"🐢Announcing an extended deadline, closing date moved to 28 April. @LocalOceanCo's Sea Turtle Rescue: Error Detection Challenge 💚gives you 2 extra months to enter, win cash and a resort get-away in Kenya 🌴☀️ Details at https://zurl.co/uRCC #LoveYourLocalOcean, @AIKENYA1",2/16/2019 10:10,2/16/2019 10:10,0,0,0,0,0,0,0,0,0
2128,AI KENYA DataHack4FI community MEST Africa MIIA Liquid Telecom Moringa School Africatechnews Africa Tech Summit 2016,2/15/2019 17:16,2/15/2019 17:16,0,1,1,0,0,0,0,0,1
2129,"In line with @4Afrika’s mission to accelerate socio-economic development, Microsoft is continually on the look-out for high potential startups in Africa to partner with. @StephaneNyombayire, Microsoft. #acceleration #datascience #Africa #Tech #Summit #microsoft",2/15/2019 17:09,2/15/2019 17:09,0,7,7,0,0,0,0,0,7
2130,"😍Practice your model building with @RLadiesCapeTown and Zindi, book here, https://www.meetup.com/rladies-cape-town/events/258494788/, #Rladies #datascience #modelling https://zurl.co/xim8",2/15/2019 17:00,2/15/2019 17:00,0,0,0,0,0,0,0,0,0
2131,Which Countries Are Leading the Data Economy? https://zurl.co/CMB8,2/13/2019 17:00,2/13/2019 17:00,0,0,0,0,0,0,0,0,0
2132,"👉Practice your model building with a  #zindichallenge book here with @RLadiesCapeTown https://www.meetup.com/rladies-cape-town/events/258494788/, #Rladies #datascience #modelling https://zurl.co/xim8",2/12/2019 22:00,2/12/2019 22:00,0,1,1,0,0,0,0,0,1
2134,👣Are you going? Meetup with Zindi in Cape Town on Thursday 21 Feb: Practice your model building to solve Africa's most pressing problems | Book at http://meetu.ps/e/Glp9C/JbF3y/f,2/12/2019 11:55,2/12/2019 11:55,0,1,1,0,0,0,0,0,1
2135,Are you going? Meetup with Zindi in Cape Town on Thursday 21 Feb: Practice your model building to solve Africa's most pressing problems | Book at http://meetu.ps/e/Glp9C/JbF3y/f,2/11/2019 22:00,2/11/2019 22:00,0,1,1,0,0,0,0,0,1
2136,Latest KDnuggets poll finds Top 10 Algorithms and Methods Used by Data Scientists https://zurl.co/nPrQ,2/9/2019 15:30,2/9/2019 15:30,0,2,2,0,0,0,0,0,2
2137,"🐢Announcing an extended deadline, closing date moved to 28 April. @LocalOceanCo's Sea Turtle Rescue: Error Detection Challenge 💚gives you 2 extra months to enter, win cash and a resort get-away in Kenya 🌴☀️ Details at https://zurl.co/uRCC #LoveYourLocalOcean, @AIKENYA1",2/9/2019 10:10,2/9/2019 10:10,0,0,0,0,0,0,0,0,0
2138,"😍Practice your model building with @RLadiesCapeTown and Zindi, book here, https://www.meetup.com/rladies-cape-town/events/258494788/, #Rladies #datascience #modelling https://zurl.co/xim8",2/8/2019 17:00,2/8/2019 17:00,0,3,3,0,0,0,0,0,3
2139,"🐢Announcing an extended deadline, closing date moved to 28 April. @LocalOceanCo's Sea Turtle Rescue: Error Detection Challenge 💚gives you 2 extra months to enter, win cash and a resort get-away in Kenya 🌴☀️ Details at https://zurl.co/uRCC #LoveYourLocalOcean, @AIKENYA1",2/8/2019 16:30,2/8/2019 16:30,0,0,0,0,0,0,0,0,0
2140,"🐢💚Announcing an extended deadline, closing date moved to 28 April! @LocalOceanCo's Turtle Rescue #zindichallenge 💚gives you 2 extra months to enter, win cash and a get-away 🐠🌴☀️ @Temple_Point in Kenya. Details at https://zurl.co/zuwG #LoveYourLocalOcean, @AIKENYA1",2/8/2019 15:03,2/8/2019 15:03,0,1,1,0,0,0,0,0,1
2141,🏆These data scientists won and here's how they got there...read the latest blog on our Social Media Challenge winners response 😎 - Zindi https://zurl.co/WnTf #zindichallenge https://zurl.co/l3H6,2/7/2019 15:15,2/7/2019 15:15,0,2,2,0,0,0,0,0,2
2142,"💚🐢💚Just over 2 weeks to go..enter @LocalOceanCo Turtle Rescue #zindichallenge to win cash and a resort get-away @Temple_Point in Kenya 🐠🌴☀️ enter now at https://zurl.co/0hPd #LoveYourLocalOcean, @AIKENYA1 https://zurl.co/DnaW",2/7/2019 14:45,2/7/2019 14:45,0,0,0,0,0,0,0,0,0
2143,"👉Practice your model building with a  #zindichallenge book here with @RLadiesCapeTown https://www.meetup.com/rladies-cape-town/events/258494788/, #Rladies #datascience #modelling https://zurl.co/xim8",2/5/2019 22:00,2/5/2019 22:00,0,0,0,0,0,0,0,0,0
2144,Would you like to be part of the Zindi team? ⏳A new tech position with room to grow opened up for a junior data scientist in Cape Town. Go to https://zurl.co/iGFO for more info and email zindi@zindi.africa with your CV to apply!,2/4/2019 21:30,2/18/2019 17:45,1,7,7,0,0,0,0,0,7
2145,"👉Practice your model building with a  #zindichallenge book here with @RLadiesCapeTown https://www.meetup.com/rladies-cape-town/events/258494788/, #Rladies #datascience #modelling https://zurl.co/xim8",2/4/2019 16:11,2/4/2019 16:11,0,4,4,0,0,0,0,0,4
2146,"There is Always Something New To Learn. This is a Medium blog by Zindian Adebayo Oshingbesan @dehbaiyor who writes about his experience participating in #zindichallenge and also shares his code on GitHub, go to https://zurl.co/olqS to find the link.",2/3/2019 9:13,2/3/2019 9:13,0,5,5,0,0,0,0,0,5
2147,🏆These data scientists won and here's how they got there...read the latest blog on our Social Media Challenge winners response 😎 - Zindi https://zurl.co/WnTf #zindichallenge https://zurl.co/l3H6,1/31/2019 15:15,1/31/2019 15:15,0,2,2,0,0,0,0,0,2
2148,🎓Want to review a Zindi competition? Great code share on GitHub - Dehbaiyor/Zindi-Uber-Traffic-Jam-Competition https://zurl.co/DGWd by Zindian Adebayo Oshingbesan thanks @dehbaiyor 👌,1/30/2019 17:00,1/30/2019 17:00,0,5,5,0,0,0,0,0,5
2149,"Enter the @LocalOceanCo Turtle Rescue #zindichallenge 💚🐢💚to win cash AND an awesome resort get-away 🐠🌴☀️ @Temple_Point in Kenya enter now at https://zurl.co/0hPd #LoveYourLocalOcean, @AIKENYA1 https://zurl.co/DnaW",1/29/2019 13:00,1/29/2019 13:00,0,2,2,0,0,0,0,0,2
